"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"CHI_GSW",20221202,"nba","Moneyline","full","CHI","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,-289.9800039992
"DEN_ATL",20221202,"nba","Moneyline","full","DEN","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198.665266694666,161.333333333333
"HOU_PHX",20221202,"nba","Moneyline","full","HOU","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.333333333333,-714.760191846523
"IND_UTA",20221202,"nba","Moneyline","full","IND","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.333333333333,-171.992709244678
"LAL_MIL",20221202,"nba","Moneyline","full","LAL","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,-353.330625067707
"MIA_BOS",20221202,"nba","Moneyline","full","MIA","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.666666666667,-288.330625067707
"NOP_SAS",20221202,"nba","Moneyline","full","NOP","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-284.9800039992,226.666666666667
"ORL_CLE",20221202,"nba","Moneyline","full","ORL","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,-581.666666666667
"PHI_MEM",20221202,"nba","Moneyline","full","PHI","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,-184.992709244678
"TOR_BKN",20221202,"nba","Moneyline","full","TOR","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,-125.333333333333
"WAS_CHA",20221202,"nba","Moneyline","full","WAS","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.326042578011,147.666666666667
